SK_ID_CURR,TARGET
100001,0.07855846225239403
100005,0.13786389987061548
100013,0.08214688492005205
100028,0.08101303034069549
100038,0.13247125621359299
100042,0.06422093357201855
100057,0.09432507497498888
100065,0.10937361703994648
100066,0.05515182430785381
100067,0.09381686560002517
100074,0.08042550682127336
100090,0.12492365574383242
100091,0.11774746692441615
100092,0.11034620907747089
100106,0.13282314165489426
100107,0.10367158636500597
100109,0.11234483499286506
100117,0.09172984661181337
100128,0.07420164687711986
100141,0.10712369102041931
100150,0.07947808018812988
100168,0.06653170271259495
100169,0.04988799885710206
100170,0.09061447142002907
100171,0.10866746942766901
100172,0.13405322218679072
100184,0.08374817350545555
100187,0.07134600948119336
100212,0.08783844859341712
100222,0.10285593462978757
100223,0.06379017449698125
100232,0.07499592784330261
100241,0.13572619036463687
100245,0.07875498279625513
100253,0.06688733313135106
100256,0.10172976363403698
100271,0.0672467405789315
100278,0.12090748280052185
100280,0.07308347636901961
100306,0.14151757837600076
100311,0.12081444448774382
100312,0.07171710410638191
100330,0.09066461868770026
100331,0.10619474401381993
100352,0.09664113292468589
100358,0.11645416563532957
100367,0.10006995360200086
100382,0.08531852605254218
100384,0.07929599342937903
100385,0.10182798964562696
100386,0.08523090815991222
100399,0.07860785622936277
100404,0.07741383854395799
100416,0.07102695894360794
100422,0.14232326320883917
100426,0.08737891717652727
100438,0.07361168221489031
100444,0.10477829934774861
100445,0.12465402707552567
100446,0.10604259605179506
100447,0.07480873184959641
100450,0.08375509362740045
100466,0.09756016790314478
100483,0.07766815373887898
100484,0.06163470919733649
100494,0.091678020780721
100510,0.12312824336386134
100512,0.07085440003285932
100517,0.08023384824652349
100548,0.06591404568081644
100551,0.0809573195227241
100552,0.12985092620342906
100553,0.08825493765424819
100561,0.09994153374319743
100568,0.13702593340135705
100569,0.06981198640539722
100591,0.10379371701466789
100592,0.061145427697568214
100602,0.09604950833708362
100607,0.09445603516964608
100613,0.09378989192599242
100617,0.07482055453142088
100618,0.10607503908907497
100622,0.15251051036348826
100625,0.1045155490164851
100677,0.09370063691828064
100699,0.08870376095629484
100702,0.14395286562034532
100711,0.07705128770334764
100729,0.1467738415121657
100740,0.11864548739658597
100744,0.1115969787199609
100745,0.10319489424686541
100747,0.10481338450446426
100751,0.11375348342382922
100752,0.0945967767023197
100753,0.14721195270545512
100754,0.11614132550679668
100760,0.11373791563483523
100762,0.1013940888814
100763,0.0854053500206447
100765,0.08629158277462742
100770,0.0971193535962017
100772,0.08461702791288125
100777,0.08953249777691563
100791,0.07516783683253425
100792,0.07288671128721043
100797,0.10062633321542024
100823,0.10205449171759716
100826,0.10473288527384823
100830,0.07424277526075246
100836,0.1262367055558228
100872,0.09114569659484431
100910,0.09676945967008631
100913,0.07505732084361481
100918,0.09314331117970075
100931,0.06781210447144301
100952,0.11894314276517562
100953,0.08772493673049332
100965,0.11406557405763504
100970,0.08810424602361097
100982,0.11354352736109016
100983,0.09710206288265141
100984,0.07373236875806263
100987,0.11908712204596426
100997,0.08486526306913242
100998,0.12869792208862646
101002,0.11225367027409001
101005,0.1350887466137226
101008,0.13033582355641884
101020,0.11220318530873677
101021,0.1093747715507868
101024,0.08554314696655356
101025,0.13551030899896677
101026,0.09453423757204832
101031,0.08651725353911736
101041,0.07202220832849252
101051,0.060842021355799074
101055,0.10089597315084023
101056,0.11290586769859197
101057,0.10864358824745732
101064,0.08016168216894368
101079,0.09638449981061042
101087,0.09196378048811588
101090,0.07038629894929202
101092,0.09492394724831155
101097,0.11246014446319176
101099,0.06880174119436282
101107,0.1076455942771064
101118,0.10793648589694697
101125,0.09690958388946962
101126,0.08038754459187678
101128,0.1187623714662047
101136,0.12286891257244556
101140,0.10592680008717464
101149,0.08385066257543818
101160,0.0817966211853514
101169,0.13305781392497132
101181,0.0869650603085856
101186,0.06370246120054864
101190,0.1172277288168574
101193,0.1173002656511427
101194,0.08926741417553141
101198,0.1001702932751589
101200,0.07239419041411127
101204,0.10917236272141902
101211,0.08471000779410796
101213,0.08242341602359583
101223,0.08443928352592261
